'Elapsed time','Abdomen_3'
'0:01.218',-0.500
'0:01.219',-1.800
'0:01.220',-3.200
'0:01.221',-4.400
'0:01.222',-5.000
'0:01.223',-5.100
'0:01.224',-4.900
'0:01.225',-4.900
'0:01.226',-5.000
'0:01.227',-5.100
'0:01.228',-5.100
'0:01.229',-4.600
'0:01.230',-3.900
'0:01.231',-3.000
'0:01.232',-2.400
'0:01.233',-2.100
'0:01.234',-2.000
'0:01.235',-1.800
'0:01.236',-1.400
'0:01.237',-0.700
'0:01.238',-0.100
'0:01.239',0.100
'0:01.240',-0.200
'0:01.241',-0.900
'0:01.242',-1.800
'0:01.243',-2.400
'0:01.244',-2.900
'0:01.245',-3.100
'0:01.246',-3.400
'0:01.247',-3.700
'0:01.248',-3.900
'0:01.249',-4.000
'0:01.250',-3.800
'0:01.251',-3.500
'0:01.252',-3.200
'0:01.253',-3.000
'0:01.254',-2.700
'0:01.255',-2.200
'0:01.256',-1.300
'0:01.257',-0.100
'0:01.258',1.000
'0:01.259',1.700
'0:01.260',1.700
'0:01.261',1.300
'0:01.262',0.700
'0:01.263',0.400
'0:01.264',0.500
'0:01.265',0.900
'0:01.266',1.300
'0:01.267',1.500
'0:01.268',1.500
'0:01.269',1.500
'0:01.270',1.400
'0:01.271',1.300
'0:01.272',0.900
'0:01.273',0.300
'0:01.274',-0.300
'0:01.275',-0.500
'0:01.276',0.100
'0:01.277',1.300
'0:01.278',2.900
'0:01.279',4.200
'0:01.280',4.700
'0:01.281',4.400
'0:01.282',3.600
'0:01.283',2.800
'0:01.284',2.200
'0:01.285',2.000
'0:01.286',2.300
'0:01.287',2.800
'0:01.288',3.500
'0:01.289',4.000
'0:01.290',4.400
'0:01.291',4.500
'0:01.292',4.200
'0:01.293',3.700
'0:01.294',3.100
'0:01.295',2.800
'0:01.296',2.700
'0:01.297',2.800
'0:01.298',3.000
'0:01.299',3.200
'0:01.300',3.300
'0:01.301',3.400
'0:01.302',3.400
'0:01.303',3.100
'0:01.304',2.600
'0:01.305',1.800
'0:01.306',0.900
'0:01.307',0.100
'0:01.308',-0.200
'0:01.309',-0.100
'0:01.310',0.300
'0:01.311',0.800
'0:01.312',1.100
'0:01.313',1.100
'0:01.314',0.700
'0:01.315',0.300
'0:01.316',0.000
'0:01.317',0.000
'0:01.318',0.600
'0:01.319',1.600
'0:01.320',2.900
'0:01.321',4.200
'0:01.322',5.100
'0:01.323',5.100
'0:01.324',4.400
'0:01.325',2.800
'0:01.326',0.800
'0:01.327',-1.200
'0:01.328',-3.000
'0:01.329',-4.200
'0:01.330',-4.600
'0:01.331',-4.300
'0:01.332',-3.600
'0:01.333',-2.800
'0:01.334',-2.500
'0:01.335',-2.600
'0:01.336',-3.000
'0:01.337',-3.300
'0:01.338',-3.100
'0:01.339',-2.400
'0:01.340',-1.300
'0:01.341',-0.500
'0:01.342',-0.400
'0:01.343',-1.300
'0:01.344',-2.900
'0:01.345',-4.700
'0:01.346',-6.100
'0:01.347',-6.400
'0:01.348',-5.600
'0:01.349',-4.000
'0:01.350',-2.200
'0:01.351',-0.700
'0:01.352',0.100
'0:01.353',0.200
'0:01.354',0.000
'0:01.355',-0.200
'0:01.356',0.000
'0:01.357',0.200
'0:01.358',0.200
'0:01.359',-0.400
'0:01.360',-1.500
'0:01.361',-2.900
'0:01.362',-4.100
'0:01.363',-4.700
'0:01.364',-4.700
'0:01.365',-4.700
'0:01.366',-4.900
'0:01.367',-5.700
'0:01.368',-6.700
'0:01.369',-7.400
'0:01.370',-7.300
'0:01.371',-6.400
'0:01.372',-4.900
'0:01.373',-3.600
'0:01.374',-3.000
'0:01.375',-3.200
'0:01.376',-4.100
'0:01.377',-5.200
'0:01.378',-6.200
'0:01.379',-6.800
'0:01.380',-7.200
'0:01.381',-7.300
'0:01.382',-7.200
'0:01.383',-6.800
'0:01.384',-6.100
'0:01.385',-5.000
'0:01.386',-4.000
'0:01.387',-3.200
'0:01.388',-2.800
'0:01.389',-2.800
'0:01.390',-2.900
'0:01.391',-2.900
'0:01.392',-2.800
'0:01.393',-2.600
'0:01.394',-2.400
'0:01.395',-2.200
'0:01.396',-1.900
'0:01.397',-1.400
'0:01.398',-0.700
'0:01.399',0.100
'0:01.400',0.700
'0:01.401',0.900
'0:01.402',0.800
'0:01.403',0.200
'0:01.404',-0.400
'0:01.405',-1.100
'0:01.406',-1.500
'0:01.407',-1.500
'0:01.408',-0.900
'0:01.409',0.100
'0:01.410',1.400
'0:01.411',2.800
'0:01.412',3.900
'0:01.413',4.900
'0:01.414',5.800
'0:01.415',7.100
'0:01.416',8.900
'0:01.417',11.200
'0:01.418',13.800
'0:01.419',16.200
'0:01.420',18.200
'0:01.421',19.800
'0:01.422',20.900
'0:01.423',21.800
'0:01.424',22.500
'0:01.425',22.800
'0:01.426',22.800
'0:01.427',22.500
'0:01.428',21.900
'0:01.429',21.500
'0:01.430',21.300
'0:01.431',21.300
'0:01.432',21.200
'0:01.433',20.900
'0:01.434',20.100
'0:01.435',18.900
'0:01.436',17.400
'0:01.437',15.800
'0:01.438',14.200
'0:01.439',12.200
'0:01.440',9.800
'0:01.441',6.700
'0:01.442',3.300
'0:01.443',-0.100
'0:01.444',-2.900
'0:01.445',-4.700
'0:01.446',-5.500
'0:01.447',-5.400
'0:01.448',-4.900
'0:01.449',-4.300
'0:01.450',-4.000
'0:01.451',-4.200
'0:01.452',-5.000
'0:01.453',-6.400
'0:01.454',-8.300
'0:01.455',-10.800
'0:01.456',-13.600
'0:01.457',-16.600
'0:01.458',-19.700
'0:01.459',-22.600
'0:01.460',-24.900
'0:01.461',-26.400
'0:01.462',-27.000
'0:01.463',-26.800
'0:01.464',-26.100
'0:01.465',-25.100
'0:01.466',-24.100
'0:01.467',-23.100
'0:01.468',-22.400
'0:01.469',-22.000
'0:01.470',-22.000
'0:01.471',-22.500
'0:01.472',-23.300
'0:01.473',-24.100
'0:01.474',-24.400
'0:01.475',-24.200
'0:01.476',-23.400
'0:01.477',-22.100
'0:01.478',-20.600
'0:01.479',-18.900
'0:01.480',-16.900
'0:01.481',-14.500
'0:01.482',-12.100
'0:01.483',-9.900
'0:01.484',-8.300
'0:01.485',-7.400
'0:01.486',-7.100
'0:01.487',-6.900
'0:01.488',-6.400
'0:01.489',-5.700
'0:01.490',-5.100
'0:01.491',-4.700
'0:01.492',-4.900
'0:01.493',-5.300
'0:01.494',-5.700
'0:01.495',-5.700
'0:01.496',-5.300
'0:01.497',-4.700
'0:01.498',-4.500
'0:01.499',-4.800
'0:01.500',-5.400
'0:01.501',-6.100
'0:01.502',-6.600
'0:01.503',-6.700
'0:01.504',-6.600
'0:01.505',-6.500
'0:01.506',-6.400
'0:01.507',-6.300
'0:01.508',-5.900
'0:01.509',-5.200
'0:01.510',-4.000
'0:01.511',-2.900
'0:01.512',-1.900
'0:01.513',-1.400
'0:01.514',-1.300
'0:01.515',-1.200
'0:01.516',-0.800
'0:01.517',-0.200
'0:01.518',0.600
'0:01.519',1.200
'0:01.520',1.400
'0:01.521',1.300
'0:01.522',0.900
'0:01.523',0.500
'0:01.524',0.400
'0:01.525',0.500
'0:01.526',0.700
'0:01.527',1.000
'0:01.528',1.400
'0:01.529',1.800
'0:01.530',2.400
'0:01.531',3.200
'0:01.532',3.800
'0:01.533',4.200
'0:01.534',4.300
'0:01.535',4.300
'0:01.536',4.100
'0:01.537',4.000
'0:01.538',3.700
'0:01.539',3.300
'0:01.540',2.600
'0:01.541',1.800
'0:01.542',1.200
'0:01.543',0.800
'0:01.544',0.700
'0:01.545',0.600
'0:01.546',0.500
'0:01.547',0.100
'0:01.548',-0.300
'0:01.549',-0.600
'0:01.550',-0.500
'0:01.551',-0.200
'0:01.552',0.200
'0:01.553',0.500
'0:01.554',0.600
'0:01.555',0.700
'0:01.556',0.800
'0:01.557',0.800
'0:01.558',0.700
'0:01.559',0.400
'0:01.560',-0.300
'0:01.561',-1.300
'0:01.562',-2.200
'0:01.563',-2.900
'0:01.564',-3.300
'0:01.565',-3.100
'0:01.566',-2.400
'0:01.567',-0.900
'0:01.568',1.000
'0:01.569',3.100
'0:01.570',4.800
'0:01.571',6.000
'0:01.572',6.800
'0:01.573',8.100
'0:01.574',10.500
'0:01.575',14.100
'0:01.576',18.500
'0:01.577',22.300
'0:01.578',24.400
'0:01.579',24.300
'0:01.580',22.600
'0:01.581',20.100
'0:01.582',18.000
'0:01.583',16.300
'0:01.584',14.800
'0:01.585',12.500
'0:01.586',9.000
'0:01.587',4.800
'0:01.588',0.600
'0:01.589',-2.500
'0:01.590',-4.000
'0:01.591',-4.100
'0:01.592',-3.600
'0:01.593',-3.300
'0:01.594',-3.600
'0:01.595',-4.200
'0:01.596',-4.700
'0:01.597',-4.600
'0:01.598',-3.700
'0:01.599',-2.100
'0:01.600',-0.200
'0:01.601',1.600
'0:01.602',2.900
'0:01.603',3.700
'0:01.604',4.100
'0:01.605',4.100
'0:01.606',3.800
'0:01.607',3.500
'0:01.608',3.400
'0:01.609',3.700
'0:01.610',4.300
'0:01.611',5.200
'0:01.612',5.900
'0:01.613',6.200
'0:01.614',6.000
'0:01.615',5.500
'0:01.616',5.000
'0:01.617',4.700
'0:01.618',4.700
'0:01.619',4.800
'0:01.620',4.700
'0:01.621',4.300
'0:01.622',3.800
'0:01.623',3.600
'0:01.624',4.000
'0:01.625',4.800
'0:01.626',6.000
'0:01.627',7.000
'0:01.628',7.700
'0:01.629',7.800
'0:01.630',7.400
'0:01.631',6.500
'0:01.632',5.300
'0:01.633',3.900
'0:01.634',2.800
'0:01.635',2.200
'0:01.636',2.200
'0:01.637',2.700
'0:01.638',3.500
'0:01.639',4.300
'0:01.640',5.000
'0:01.641',5.400
'0:01.642',5.900
'0:01.643',6.500
'0:01.644',7.200
'0:01.645',7.700
'0:01.646',7.800
'0:01.647',7.500
'0:01.648',6.900
'0:01.649',6.200
'0:01.650',5.700
'0:01.651',5.300
'0:01.652',4.900
'0:01.653',4.300
'0:01.654',3.600
'0:01.655',2.900
'0:01.656',2.400
'0:01.657',2.000
'0:01.658',1.800
'0:01.659',1.700
'0:01.660',1.600
'0:01.661',1.500
'0:01.662',1.400
'0:01.663',1.600
'0:01.664',2.000
'0:01.665',2.600
'0:01.666',3.400
'0:01.667',4.200
'0:01.668',4.700
'0:01.669',4.800
'0:01.670',4.400
'0:01.671',3.700
'0:01.672',3.100
'0:01.673',2.800
'0:01.674',3.000
'0:01.675',3.700
'0:01.676',4.600
'0:01.677',5.400
'0:01.678',6.000
'0:01.679',6.300
'0:01.680',6.300
'0:01.681',6.200
'0:01.682',5.900
'0:01.683',5.400
'0:01.684',5.000
'0:01.685',4.800
'0:01.686',4.900
'0:01.687',5.300
'0:01.688',5.500
'0:01.689',5.500
'0:01.690',5.100
'0:01.691',4.500
'0:01.692',3.900
'0:01.693',3.300
'0:01.694',2.800
'0:01.695',2.100
'0:01.696',1.400
'0:01.697',0.900
'0:01.698',0.800
'0:01.699',1.200
'0:01.700',2.000
'0:01.701',2.800
'0:01.702',3.300
'0:01.703',3.500
'0:01.704',3.700
'0:01.705',4.300
'0:01.706',5.500
'0:01.707',7.200
'0:01.708',8.600
'0:01.709',9.400
'0:01.710',9.300
'0:01.711',8.300
'0:01.712',7.100
'0:01.713',6.300
'0:01.714',6.200
'0:01.715',6.800
'0:01.716',7.600
'0:01.717',8.200
'0:01.718',8.300
'0:01.719',7.900
'0:01.720',7.300
'0:01.721',6.900
'0:01.722',6.800
'0:01.723',6.900
'0:01.724',6.900
'0:01.725',6.600
'0:01.726',5.900
'0:01.727',5.200
'0:01.728',4.800
'0:01.729',5.000
'0:01.730',5.700
'0:01.731',6.800
'0:01.732',7.800
'0:01.733',8.700
'0:01.734',9.500
'0:01.735',10.200
'0:01.736',10.800
'0:01.737',11.300
'0:01.738',11.300
'0:01.739',10.600
'0:01.740',9.200
'0:01.741',7.200
'0:01.742',5.000
'0:01.743',3.100
'0:01.744',1.900
'0:01.745',1.400
'0:01.746',1.200
'0:01.747',1.100
'0:01.748',0.700
'0:01.749',0.100
'0:01.750',-0.300
'0:01.751',-0.400
'0:01.752',0.100
'0:01.753',0.900
'0:01.754',1.500
'0:01.755',1.500
'0:01.756',0.900
'0:01.757',-0.300
'0:01.758',-1.400
'0:01.759',-2.000
'0:01.760',-1.800
'0:01.761',-1.000
'0:01.762',0.200
'0:01.763',1.400
'0:01.764',2.300
'0:01.765',2.600
'0:01.766',2.500
'0:01.767',2.000
'0:01.768',1.500
'0:01.769',1.000
'0:01.770',0.600
'0:01.771',0.400
'0:01.772',0.200
'0:01.773',0.000
'0:01.774',-0.200
'0:01.775',-0.400
'0:01.776',-0.700
'0:01.777',-0.800
'0:01.778',-0.700
'0:01.779',-0.400
'0:01.780',0.200
'0:01.781',0.800
'0:01.782',1.100
'0:01.783',0.900
'0:01.784',0.400
'0:01.785',-0.300
'0:01.786',-0.900
'0:01.787',-1.300
'0:01.788',-1.400
'0:01.789',-1.400
'0:01.790',-1.600
'0:01.791',-2.000
'0:01.792',-2.700
'0:01.793',-3.300
'0:01.794',-3.700
'0:01.795',-3.600
'0:01.796',-3.000
'0:01.797',-1.900
'0:01.798',-0.400
'0:01.799',1.100
'0:01.800',2.200
'0:01.801',2.600
'0:01.802',2.100
'0:01.803',1.000
'0:01.804',-0.500
'0:01.805',-1.800
'0:01.806',-2.600
'0:01.807',-2.700
'0:01.808',-2.500
'0:01.809',-1.900
'0:01.810',-1.200
'0:01.811',-0.400
'0:01.812',0.300
'0:01.813',0.900
'0:01.814',1.300
'0:01.815',1.400
'0:01.816',1.300
'0:01.817',1.200
'0:01.818',1.300
'0:01.819',1.400
'0:01.820',1.400
'0:01.821',1.400
'0:01.822',1.300
'0:01.823',1.300
'0:01.824',1.600
'0:01.825',2.100
'0:01.826',2.400
'0:01.827',2.200
'0:01.828',1.600
'0:01.829',0.800
'0:01.830',0.500
'0:01.831',0.900
'0:01.832',2.000
'0:01.833',3.300
'0:01.834',4.000
'0:01.835',3.900
'0:01.836',3.100
'0:01.837',2.200
'0:01.838',1.700
'0:01.839',1.700
'0:01.840',2.000
'0:01.841',2.200
'0:01.842',2.000
'0:01.843',1.500
'0:01.844',1.000
'0:01.845',0.800
'0:01.846',0.700
'0:01.847',0.700
'0:01.848',0.400
'0:01.849',-0.400
'0:01.850',-1.500
'0:01.851',-2.500
'0:01.852',-3.300
'0:01.853',-3.600
'0:01.854',-3.700
'0:01.855',-3.500
'0:01.856',-3.300
'0:01.857',-3.100
'0:01.858',-2.800
'0:01.859',-2.600
'0:01.860',-2.400
'0:01.861',-2.300
'0:01.862',-2.400
'0:01.863',-2.700
'0:01.864',-2.900
'0:01.865',-3.200
'0:01.866',-3.400
'0:01.867',-3.600
'0:01.868',-3.800
'0:01.869',-4.400
'0:01.870',-5.200
'0:01.871',-6.300
'0:01.872',-7.400
'0:01.873',-8.200
'0:01.874',-8.200
'0:01.875',-7.500
'0:01.876',-6.200
'0:01.877',-4.700
'0:01.878',-3.800
'0:01.879',-3.500
'0:01.880',-3.800
'0:01.881',-4.500
'0:01.882',-5.000
'0:01.883',-5.100
'0:01.884',-4.800
'0:01.885',-4.200
'0:01.886',-3.600
'0:01.887',-3.000
'0:01.888',-2.400
'0:01.889',-1.800
'0:01.890',-1.300
'0:01.891',-0.900
'0:01.892',-0.500
'0:01.893',-0.300
'0:01.894',-0.200
'0:01.895',-0.400
'0:01.896',-0.800
'0:01.897',-1.600
'0:01.898',-2.400
'0:01.899',-2.900
'0:01.900',-2.800
'0:01.901',-1.900
'0:01.902',-0.700
'0:01.903',0.400
'0:01.904',0.900
'0:01.905',0.600
'0:01.906',-0.300
'0:01.907',-1.200
'0:01.908',-1.600
'0:01.909',-1.300
'0:01.910',-0.500
'0:01.911',0.400
'0:01.912',1.100
'0:01.913',1.100
'0:01.914',0.800
'0:01.915',0.300
'0:01.916',-0.100
'0:01.917',-0.200
'0:01.918',-0.200
'0:01.919',-0.200
'0:01.920',-0.600
'0:01.921',-1.300
'0:01.922',-2.300
'0:01.923',-3.100
'0:01.924',-3.500
'0:01.925',-3.500
'0:01.926',-3.300
'0:01.927',-3.200
'0:01.928',-3.600
'0:01.929',-4.300
'0:01.930',-5.100
'0:01.931',-5.500
'0:01.932',-5.100
'0:01.933',-3.900
'0:01.934',-2.400
'0:01.935',-0.800
'0:01.936',0.300
'0:01.937',1.000
'0:01.938',1.600
'0:01.939',2.200
'0:01.940',2.800
'0:01.941',3.100
'0:01.942',2.900
'0:01.943',1.900
'0:01.944',0.600
'0:01.945',-0.600
'0:01.946',-1.400
'0:01.947',-1.800
'0:01.948',-2.000
'0:01.949',-2.400
'0:01.950',-3.400
'0:01.951',-4.600
'0:01.952',-5.900
'0:01.953',-6.800
'0:01.954',-7.100
'0:01.955',-6.900
'0:01.956',-6.500
'0:01.957',-6.100
'0:01.958',-5.800
'0:01.959',-5.500
'0:01.960',-5.200
'0:01.961',-4.800
'0:01.962',-4.100
'0:01.963',-3.500
'0:01.964',-3.100
'0:01.965',-3.100
'0:01.966',-3.700
'0:01.967',-4.600
'0:01.968',-5.400
'0:01.969',-5.800
'0:01.970',-5.700
'0:01.971',-5.200
'0:01.972',-4.700
'0:01.973',-4.500
'0:01.974',-4.600
'0:01.975',-4.900
'0:01.976',-5.100
'0:01.977',-5.000
'0:01.978',-4.700
'0:01.979',-4.300
'0:01.980',-4.100
'0:01.981',-4.000
'0:01.982',-4.100
'0:01.983',-4.100
'0:01.984',-4.200
'0:01.985',-4.500
'0:01.986',-5.000
'0:01.987',-5.700
'0:01.988',-6.400
'0:01.989',-6.900
'0:01.990',-7.000
'0:01.991',-6.700
'0:01.992',-6.200
'0:01.993',-5.700
'0:01.994',-5.300
'0:01.995',-5.000
'0:01.996',-4.600
'0:01.997',-4.000
'0:01.998',-3.300
'0:01.999',-2.700
'0:02.000',-2.400
'0:02.001',-2.600
'0:02.002',-3.200
'0:02.003',-4.100
'0:02.004',-4.700
'0:02.005',-4.700
'0:02.006',-4.000
'0:02.007',-2.700
'0:02.008',-1.400
'0:02.009',-0.500
'0:02.010',-0.400
'0:02.011',-0.800
'0:02.012',-1.400
'0:02.013',-1.500
'0:02.014',-1.100
'0:02.015',-0.200
'0:02.016',0.600
'0:02.017',1.000
'0:02.018',0.700
'0:02.019',0.000
'0:02.020',-0.800
'0:02.021',-1.200
'0:02.022',-0.800
'0:02.023',0.000
'0:02.024',0.700
'0:02.025',1.100
'0:02.026',0.800
'0:02.027',0.300
'0:02.028',-0.200
'0:02.029',0.000
'0:02.030',0.700
'0:02.031',1.600
'0:02.032',2.300
'0:02.033',2.500
'0:02.034',2.000
'0:02.035',1.200
'0:02.036',0.400
'0:02.037',-0.100
'0:02.038',0.200
'0:02.039',1.400
'0:02.040',3.500
'0:02.041',6.600
'0:02.042',10.100
'0:02.043',13.500
'0:02.044',16.000
'0:02.045',17.000
'0:02.046',16.500
'0:02.047',15.000
'0:02.048',13.100
'0:02.049',11.100
'0:02.050',9.300
'0:02.051',7.200
'0:02.052',4.400
'0:02.053',0.700
'0:02.054',-3.700
'0:02.055',-8.000
'0:02.056',-11.600
'0:02.057',-13.800
'0:02.058',-14.700
'0:02.059',-14.600
'0:02.060',-14.100
'0:02.061',-13.500
'0:02.062',-12.900
'0:02.063',-12.000
'0:02.064',-10.700
'0:02.065',-9.100
'0:02.066',-7.600
'0:02.067',-6.400
'0:02.068',-5.900
'0:02.069',-5.800
'0:02.070',-5.700
'0:02.071',-5.300
'0:02.072',-4.400
'0:02.073',-3.500
'0:02.074',-2.800
'0:02.075',-2.500
'0:02.076',-2.500
'0:02.077',-2.600
'0:02.078',-2.500
'0:02.079',-2.600
'0:02.080',-2.900
'0:02.081',-3.600
'0:02.082',-4.400
'0:02.083',-4.900
'0:02.084',-4.800
'0:02.085',-3.900
'0:02.086',-2.900
'0:02.087',-2.300
'0:02.088',-2.500
'0:02.089',-3.400
'0:02.090',-4.500
'0:02.091',-5.100
'0:02.092',-4.900
'0:02.093',-3.800
'0:02.094',-2.300
'0:02.095',-0.900
'0:02.096',-0.100
'0:02.097',0.200
'0:02.098',-0.200
'0:02.099',-0.800
'0:02.100',-1.400
'0:02.101',-2.000
'0:02.102',-2.300
'0:02.103',-2.500
'0:02.104',-2.700
'0:02.105',-3.000
'0:02.106',-3.500
'0:02.107',-4.100
'0:02.108',-4.600
'0:02.109',-4.800
'0:02.110',-4.700
'0:02.111',-4.400
'0:02.112',-4.000
'0:02.113',-3.700
'0:02.114',-3.700
'0:02.115',-3.600
'0:02.116',-3.700
'0:02.117',-3.600
'0:02.118',-3.600
'0:02.119',-3.700
'0:02.120',-3.700
'0:02.121',-3.700
'0:02.122',-3.500
'0:02.123',-3.100
'0:02.124',-2.500
'0:02.125',-2.100
'0:02.126',-2.000
'0:02.127',-2.300
'0:02.128',-2.700
'0:02.129',-3.100
'0:02.130',-3.000
'0:02.131',-2.600
'0:02.132',-1.800
'0:02.133',-1.200
'0:02.134',-1.000
'0:02.135',-1.400
'0:02.136',-2.200
'0:02.137',-2.900
'0:02.138',-3.200
'0:02.139',-2.900
'0:02.140',-2.000
'0:02.141',-1.000
'0:02.142',-0.100
'0:02.143',0.900
'0:02.144',2.100
'0:02.145',3.900
'0:02.146',6.200
'0:02.147',8.800
'0:02.148',11.400
'0:02.149',13.600
'0:02.150',15.600
'0:02.151',17.300
'0:02.152',18.900
'0:02.153',20.100
'0:02.154',20.800
'0:02.155',20.800
'0:02.156',20.500
'0:02.157',20.100
'0:02.158',19.900
'0:02.159',20.000
'0:02.160',20.100
'0:02.161',19.700
'0:02.162',18.500
'0:02.163',16.900
'0:02.164',15.100
'0:02.165',13.600
'0:02.166',12.100
'0:02.167',10.500
'0:02.168',8.200
'0:02.169',5.300
'0:02.170',1.900
'0:02.171',-1.200
'0:02.172',-3.300
'0:02.173',-4.100
'0:02.174',-3.600
'0:02.175',-2.000
'0:02.176',-0.100
'0:02.177',1.500
'0:02.178',2.200
'0:02.179',1.800
'0:02.180',0.300
'0:02.181',-1.700
'0:02.182',-3.700
'0:02.183',-5.200
'0:02.184',-6.100
'0:02.185',-6.700
'0:02.186',-7.200
'0:02.187',-8.200
'0:02.188',-9.700
'0:02.189',-11.400
'0:02.190',-12.800
'0:02.191',-13.600
'0:02.192',-13.900
'0:02.193',-13.800
'0:02.194',-13.900
'0:02.195',-14.400
'0:02.196',-15.300
'0:02.197',-16.600
'0:02.198',-17.600
'0:02.199',-18.100
'0:02.200',-17.800
'0:02.201',-17.000
'0:02.202',-16.000
'0:02.203',-15.300
'0:02.204',-15.200
'0:02.205',-15.400
'0:02.206',-15.800
'0:02.207',-15.800
'0:02.208',-15.200
'0:02.209',-14.200
'0:02.210',-12.900
'0:02.211',-11.500
'0:02.212',-10.100
'0:02.213',-8.700
'0:02.214',-7.200
'0:02.215',-5.700
'0:02.216',-4.400
'0:02.217',-3.500
'0:02.218',-2.900
'0:02.219',-2.500
'0:02.220',-2.200
'0:02.221',-1.700
'0:02.222',-1.200
'0:02.223',-0.800
'0:02.224',-0.400
'0:02.225',0.100
'0:02.226',0.700
'0:02.227',1.500
'0:02.228',2.300
'0:02.229',2.800
'0:02.230',2.600
'0:02.231',1.900
'0:02.232',0.800
'0:02.233',-0.200
'0:02.234',-0.700
'0:02.235',-0.800
'0:02.236',-0.600
'0:02.237',-0.600
'0:02.238',-1.000
'0:02.239',-1.600
'0:02.240',-2.100
'0:02.241',-2.100
'0:02.242',-1.800
'0:02.243',-1.500
'0:02.244',-1.500
'0:02.245',-1.900
'0:02.246',-2.400
'0:02.247',-2.600
'0:02.248',-2.300
'0:02.249',-1.600
'0:02.250',-1.000
'0:02.251',-1.000
'0:02.252',-1.500
'0:02.253',-2.300
'0:02.254',-2.800
'0:02.255',-2.600
'0:02.256',-1.700
'0:02.257',-0.500
'0:02.258',0.600
'0:02.259',1.100
'0:02.260',1.200
'0:02.261',1.100
'0:02.262',1.200
'0:02.263',1.800
'0:02.264',2.800
'0:02.265',3.700
'0:02.266',4.200
'0:02.267',4.000
'0:02.268',3.200
'0:02.269',2.000
'0:02.270',0.600
'0:02.271',-0.600
'0:02.272',-1.500
'0:02.273',-2.100
'0:02.274',-2.200
'0:02.275',-2.000
'0:02.276',-1.600
'0:02.277',-1.100
'0:02.278',-0.600
'0:02.279',0.000
'0:02.280',0.500
'0:02.281',1.000
'0:02.282',1.500
'0:02.283',1.900
'0:02.284',2.300
'0:02.285',2.300
'0:02.286',2.100
'0:02.287',1.700
'0:02.288',1.000
'0:02.289',0.500
'0:02.290',0.100
'0:02.291',0.000
'0:02.292',0.300
'0:02.293',0.900
'0:02.294',1.700
'0:02.295',2.400
'0:02.296',2.700
'0:02.297',2.600
'0:02.298',1.800
'0:02.299',0.800
'0:02.300',-0.300
'0:02.301',-1.100
'0:02.302',-1.600
'0:02.303',-1.700
'0:02.304',-1.800
'0:02.305',-1.900
'0:02.306',-2.000
'0:02.307',-1.800
'0:02.308',-1.200
'0:02.309',-0.200
'0:02.310',0.900
'0:02.311',1.600
'0:02.312',1.700
'0:02.313',1.300
'0:02.314',0.600
'0:02.315',-0.100
'0:02.316',-0.700
'0:02.317',-1.100
'0:02.318',-1.600
'0:02.319',-2.100
'0:02.320',-2.500
'0:02.321',-2.500
'0:02.322',-2.000
'0:02.323',-1.100
'0:02.324',0.000
'0:02.325',1.000
'0:02.326',1.600
'0:02.327',2.000
'0:02.328',2.100
'0:02.329',2.300
'0:02.330',2.400
'0:02.331',2.600
'0:02.332',2.600
'0:02.333',2.700
'0:02.334',2.700
'0:02.335',2.800
'0:02.336',2.700
'0:02.337',2.400
'0:02.338',1.700
'0:02.339',0.800
'0:02.340',0.000
'0:02.341',-0.300
'0:02.342',0.000
'0:02.343',0.700
'0:02.344',1.300
'0:02.345',1.400
'0:02.346',0.700
'0:02.347',-0.400
'0:02.348',-1.500
'0:02.349',-2.100
'0:02.350',-2.100
'0:02.351',-1.800
'0:02.352',-1.400
'0:02.353',-1.300
'0:02.354',-1.500
'0:02.355',-1.600
'0:02.356',-1.500
'0:02.357',-1.200
'0:02.358',-0.600
'0:02.359',0.100
'0:02.360',0.800
'0:02.361',1.600
'0:02.362',2.600
'0:02.363',3.500
'0:02.364',4.200
'0:02.365',4.500
'0:02.366',4.100
'0:02.367',3.400
'0:02.368',2.600
'0:02.369',2.000
'0:02.370',1.600
'0:02.371',1.400
'0:02.372',1.300
'0:02.373',1.100
'0:02.374',1.000
'0:02.375',0.900
'0:02.376',1.000
'0:02.377',1.200
'0:02.378',1.400
'0:02.379',1.400
'0:02.380',1.300
'0:02.381',1.300
'0:02.382',1.300
'0:02.383',1.300
'0:02.384',1.200
'0:02.385',0.900
'0:02.386',0.400
'0:02.387',-0.200
'0:02.388',-0.600
'0:02.389',-0.700
'0:02.390',-0.300
'0:02.391',0.400
'0:02.392',1.400
'0:02.393',2.300
'0:02.394',3.100
'0:02.395',3.700
'0:02.396',4.000
'0:02.397',4.100
'0:02.398',3.800
'0:02.399',3.200
'0:02.400',2.400
'0:02.401',1.600
'0:02.402',1.100
'0:02.403',1.100
'0:02.404',1.500
'0:02.405',2.200
'0:02.406',2.900
'0:02.407',3.400
'0:02.408',3.400
'0:02.409',2.900
'0:02.410',2.200
'0:02.411',1.600
'0:02.412',1.200
'0:02.413',1.200
'0:02.414',1.600
'0:02.415',2.100
'0:02.416',2.600
'0:02.417',2.900
'0:02.418',3.200
'0:02.419',3.300
'0:02.420',3.300
'0:02.421',3.100
'0:02.422',2.800
'0:02.423',2.300
'0:02.424',2.000
'0:02.425',2.400
'0:02.426',3.500
'0:02.427',5.300
'0:02.428',7.200
'0:02.429',8.600
'0:02.430',9.000
'0:02.431',8.500
'0:02.432',7.500
