'Elapsed time','Abdomen_1'
'0:01.230',2.400
'0:01.231',2.600
'0:01.232',2.800
'0:01.233',3.100
'0:01.234',3.300
'0:01.235',3.500
'0:01.236',3.500
'0:01.237',3.300
'0:01.238',3.100
'0:01.239',3.100
'0:01.240',3.400
'0:01.241',3.800
'0:01.242',4.000
'0:01.243',4.000
'0:01.244',3.500
'0:01.245',2.900
'0:01.246',2.400
'0:01.247',2.300
'0:01.248',2.700
'0:01.249',3.400
'0:01.250',3.900
'0:01.251',4.000
'0:01.252',3.700
'0:01.253',3.300
'0:01.254',3.100
'0:01.255',3.300
'0:01.256',4.000
'0:01.257',4.700
'0:01.258',5.100
'0:01.259',5.200
'0:01.260',4.900
'0:01.261',4.600
'0:01.262',4.500
'0:01.263',4.700
'0:01.264',5.100
'0:01.265',5.300
'0:01.266',5.400
'0:01.267',5.400
'0:01.268',5.300
'0:01.269',5.400
'0:01.270',5.500
'0:01.271',5.600
'0:01.272',5.500
'0:01.273',5.200
'0:01.274',4.800
'0:01.275',4.400
'0:01.276',4.300
'0:01.277',4.300
'0:01.278',4.400
'0:01.279',4.700
'0:01.280',5.100
'0:01.281',5.600
'0:01.282',6.200
'0:01.283',6.600
'0:01.284',6.600
'0:01.285',6.400
'0:01.286',5.900
'0:01.287',5.800
'0:01.288',6.000
'0:01.289',6.500
'0:01.290',7.100
'0:01.291',7.200
'0:01.292',6.800
'0:01.293',6.000
'0:01.294',5.100
'0:01.295',4.600
'0:01.296',4.500
'0:01.297',4.600
'0:01.298',4.700
'0:01.299',4.500
'0:01.300',4.400
'0:01.301',4.400
'0:01.302',4.700
'0:01.303',5.400
'0:01.304',6.000
'0:01.305',6.300
'0:01.306',6.200
'0:01.307',5.700
'0:01.308',5.000
'0:01.309',4.400
'0:01.310',3.800
'0:01.311',3.400
'0:01.312',3.100
'0:01.313',2.800
'0:01.314',2.600
'0:01.315',2.500
'0:01.316',2.600
'0:01.317',2.900
'0:01.318',3.600
'0:01.319',4.700
'0:01.320',6.100
'0:01.321',7.700
'0:01.322',9.100
'0:01.323',10.200
'0:01.324',10.800
'0:01.325',10.900
'0:01.326',10.200
'0:01.327',8.800
'0:01.328',6.800
'0:01.329',4.600
'0:01.330',2.700
'0:01.331',1.600
'0:01.332',1.400
'0:01.333',1.900
'0:01.334',2.300
'0:01.335',2.300
'0:01.336',1.700
'0:01.337',0.900
'0:01.338',0.300
'0:01.339',0.400
'0:01.340',1.000
'0:01.341',1.700
'0:01.342',2.100
'0:01.343',1.900
'0:01.344',1.200
'0:01.345',0.500
'0:01.346',-0.200
'0:01.347',-0.500
'0:01.348',-0.500
'0:01.349',-0.100
'0:01.350',0.600
'0:01.351',1.400
'0:01.352',2.100
'0:01.353',2.600
'0:01.354',2.600
'0:01.355',2.100
'0:01.356',1.500
'0:01.357',0.900
'0:01.358',0.700
'0:01.359',0.700
'0:01.360',0.700
'0:01.361',0.600
'0:01.362',0.300
'0:01.363',0.100
'0:01.364',0.200
'0:01.365',0.700
'0:01.366',1.300
'0:01.367',1.900
'0:01.368',2.200
'0:01.369',2.200
'0:01.370',2.200
'0:01.371',2.200
'0:01.372',2.600
'0:01.373',3.300
'0:01.374',3.900
'0:01.375',4.400
'0:01.376',4.500
'0:01.377',4.300
'0:01.378',4.000
'0:01.379',3.500
'0:01.380',2.900
'0:01.381',2.400
'0:01.382',1.800
'0:01.383',1.400
'0:01.384',1.300
'0:01.385',1.300
'0:01.386',1.400
'0:01.387',1.300
'0:01.388',1.100
'0:01.389',0.800
'0:01.390',0.600
'0:01.391',0.700
'0:01.392',1.100
'0:01.393',1.500
'0:01.394',1.800
'0:01.395',1.800
'0:01.396',1.800
'0:01.397',1.800
'0:01.398',2.100
'0:01.399',2.600
'0:01.400',3.100
'0:01.401',3.300
'0:01.402',3.400
'0:01.403',3.500
'0:01.404',3.700
'0:01.405',4.100
'0:01.406',4.500
'0:01.407',4.600
'0:01.408',4.400
'0:01.409',4.100
'0:01.410',4.100
'0:01.411',4.600
'0:01.412',5.600
'0:01.413',7.000
'0:01.414',8.500
'0:01.415',9.900
'0:01.416',11.400
'0:01.417',13.400
'0:01.418',15.900
'0:01.419',18.800
'0:01.420',21.600
'0:01.421',23.900
'0:01.422',25.100
'0:01.423',25.200
'0:01.424',24.200
'0:01.425',22.500
'0:01.426',20.400
'0:01.427',17.800
'0:01.428',14.800
'0:01.429',11.300
'0:01.430',7.100
'0:01.431',2.500
'0:01.432',-2.500
'0:01.433',-7.600
'0:01.434',-12.300
'0:01.435',-16.500
'0:01.436',-20.200
'0:01.437',-23.700
'0:01.438',-27.600
'0:01.439',-32.000
'0:01.440',-37.201
'0:01.441',-42.701
'0:01.442',-48.101
'0:01.443',-52.701
'0:01.444',-56.101
'0:01.445',-58.201
'0:01.446',-59.201
'0:01.447',-59.501
'0:01.448',-59.601
'0:01.449',-59.501
'0:01.450',-59.101
'0:01.451',-58.101
'0:01.452',-56.301
'0:01.453',-53.701
'0:01.454',-50.201
'0:01.455',-46.201
'0:01.456',-41.901
'0:01.457',-37.201
'0:01.458',-32.500
'0:01.459',-27.800
'0:01.460',-23.200
'0:01.461',-19.100
'0:01.462',-15.700
'0:01.463',-12.900
'0:01.464',-10.700
'0:01.465',-9.100
'0:01.466',-7.800
'0:01.467',-6.600
'0:01.468',-5.400
'0:01.469',-4.200
'0:01.470',-3.200
'0:01.471',-2.500
'0:01.472',-2.200
'0:01.473',-2.200
'0:01.474',-2.400
'0:01.475',-2.600
'0:01.476',-2.600
'0:01.477',-2.600
'0:01.478',-2.500
'0:01.479',-2.300
'0:01.480',-2.000
'0:01.481',-1.400
'0:01.482',-0.500
'0:01.483',0.700
'0:01.484',1.800
'0:01.485',2.600
'0:01.486',3.000
'0:01.487',3.000
'0:01.488',2.900
'0:01.489',3.000
'0:01.490',3.300
'0:01.491',3.500
'0:01.492',3.400
'0:01.493',3.000
'0:01.494',2.300
'0:01.495',1.700
'0:01.496',1.500
'0:01.497',1.700
'0:01.498',2.000
'0:01.499',2.300
'0:01.500',2.300
'0:01.501',1.900
'0:01.502',1.500
'0:01.503',1.100
'0:01.504',0.800
'0:01.505',0.400
'0:01.506',0.100
'0:01.507',-0.300
'0:01.508',-0.500
'0:01.509',-0.300
'0:01.510',0.200
'0:01.511',1.000
'0:01.512',1.800
'0:01.513',2.300
'0:01.514',2.200
'0:01.515',1.600
'0:01.516',0.900
'0:01.517',0.400
'0:01.518',0.500
'0:01.519',1.200
'0:01.520',2.200
'0:01.521',2.900
'0:01.522',2.900
'0:01.523',2.200
'0:01.524',1.000
'0:01.525',-0.200
'0:01.526',-1.000
'0:01.527',-1.000
'0:01.528',-0.100
'0:01.529',1.200
'0:01.530',2.600
'0:01.531',3.900
'0:01.532',4.800
'0:01.533',5.600
'0:01.534',6.200
'0:01.535',6.800
'0:01.536',7.300
'0:01.537',7.500
'0:01.538',7.300
'0:01.539',6.500
'0:01.540',5.400
'0:01.541',4.300
'0:01.542',3.700
'0:01.543',3.500
'0:01.544',3.500
'0:01.545',3.500
'0:01.546',3.200
'0:01.547',2.500
'0:01.548',1.800
'0:01.549',1.200
'0:01.550',1.000
'0:01.551',1.100
'0:01.552',1.100
'0:01.553',0.900
'0:01.554',0.500
'0:01.555',0.100
'0:01.556',-0.300
'0:01.557',-0.500
'0:01.558',-0.800
'0:01.559',-1.500
'0:01.560',-2.500
'0:01.561',-3.700
'0:01.562',-4.800
'0:01.563',-5.300
'0:01.564',-5.300
'0:01.565',-4.800
'0:01.566',-4.100
'0:01.567',-3.300
'0:01.568',-2.200
'0:01.569',-0.900
'0:01.570',0.600
'0:01.571',2.100
'0:01.572',3.400
'0:01.573',4.500
'0:01.574',5.900
'0:01.575',7.800
'0:01.576',10.600
'0:01.577',13.900
'0:01.578',17.000
'0:01.579',18.800
'0:01.580',18.900
'0:01.581',17.600
'0:01.582',15.500
'0:01.583',13.500
'0:01.584',11.900
'0:01.585',10.500
'0:01.586',8.800
'0:01.587',6.300
'0:01.588',3.100
'0:01.589',-0.200
'0:01.590',-2.800
'0:01.591',-4.500
'0:01.592',-5.400
'0:01.593',-6.100
'0:01.594',-6.900
'0:01.595',-7.900
'0:01.596',-9.000
'0:01.597',-9.400
'0:01.598',-8.900
'0:01.599',-7.600
'0:01.600',-5.900
'0:01.601',-4.400
'0:01.602',-3.500
'0:01.603',-3.200
'0:01.604',-3.300
'0:01.605',-3.600
'0:01.606',-4.000
'0:01.607',-4.400
'0:01.608',-5.000
'0:01.609',-5.600
'0:01.610',-5.900
'0:01.611',-5.700
'0:01.612',-5.100
'0:01.613',-4.400
'0:01.614',-4.000
'0:01.615',-4.100
'0:01.616',-4.800
'0:01.617',-5.600
'0:01.618',-6.200
'0:01.619',-6.500
'0:01.620',-6.700
'0:01.621',-7.000
'0:01.622',-7.700
'0:01.623',-8.500
'0:01.624',-9.200
'0:01.625',-9.300
'0:01.626',-8.600
'0:01.627',-7.500
'0:01.628',-6.100
'0:01.629',-5.100
'0:01.630',-4.600
'0:01.631',-4.800
'0:01.632',-5.400
'0:01.633',-6.200
'0:01.634',-7.000
'0:01.635',-7.600
'0:01.636',-8.200
'0:01.637',-8.800
'0:01.638',-9.400
'0:01.639',-10.100
'0:01.640',-10.600
'0:01.641',-10.700
'0:01.642',-10.500
'0:01.643',-10.100
'0:01.644',-9.700
'0:01.645',-9.600
'0:01.646',-9.900
'0:01.647',-10.500
'0:01.648',-11.300
'0:01.649',-12.000
'0:01.650',-12.600
'0:01.651',-13.400
'0:01.652',-14.500
'0:01.653',-15.900
'0:01.654',-17.600
'0:01.655',-19.000
'0:01.656',-19.800
'0:01.657',-19.500
'0:01.658',-18.400
'0:01.659',-17.000
'0:01.660',-15.900
'0:01.661',-15.700
'0:01.662',-16.500
'0:01.663',-17.900
'0:01.664',-19.500
'0:01.665',-20.500
'0:01.666',-20.900
'0:01.667',-20.800
'0:01.668',-20.600
'0:01.669',-20.800
'0:01.670',-21.600
'0:01.671',-22.800
'0:01.672',-23.900
'0:01.673',-24.700
'0:01.674',-24.800
'0:01.675',-24.200
'0:01.676',-23.400
'0:01.677',-22.500
'0:01.678',-21.700
'0:01.679',-21.200
'0:01.680',-20.900
'0:01.681',-20.700
'0:01.682',-20.500
'0:01.683',-20.300
'0:01.684',-20.100
'0:01.685',-19.700
'0:01.686',-19.200
'0:01.687',-18.400
'0:01.688',-17.600
'0:01.689',-17.100
'0:01.690',-16.900
'0:01.691',-17.100
'0:01.692',-17.600
'0:01.693',-18.100
'0:01.694',-18.500
'0:01.695',-18.800
'0:01.696',-19.000
'0:01.697',-19.100
'0:01.698',-18.800
'0:01.699',-18.100
'0:01.700',-16.800
'0:01.701',-15.200
'0:01.702',-13.500
'0:01.703',-12.400
'0:01.704',-11.700
'0:01.705',-11.400
'0:01.706',-11.000
'0:01.707',-10.100
'0:01.708',-8.600
'0:01.709',-6.800
'0:01.710',-5.400
'0:01.711',-4.700
'0:01.712',-4.800
'0:01.713',-5.400
'0:01.714',-5.800
'0:01.715',-5.700
'0:01.716',-5.000
'0:01.717',-4.200
'0:01.718',-3.600
'0:01.719',-3.500
'0:01.720',-3.600
'0:01.721',-3.600
'0:01.722',-2.900
'0:01.723',-1.500
'0:01.724',0.100
'0:01.725',1.400
'0:01.726',1.900
'0:01.727',1.500
'0:01.728',0.600
'0:01.729',0.000
'0:01.730',0.000
'0:01.731',1.000
'0:01.732',2.800
'0:01.733',4.900
'0:01.734',6.900
'0:01.735',8.600
'0:01.736',10.000
'0:01.737',11.200
'0:01.738',12.000
'0:01.739',12.300
'0:01.740',11.800
'0:01.741',10.600
'0:01.742',9.100
'0:01.743',7.700
'0:01.744',6.900
'0:01.745',6.800
'0:01.746',7.200
'0:01.747',7.600
'0:01.748',7.700
'0:01.749',7.400
'0:01.750',6.800
'0:01.751',6.500
'0:01.752',6.600
'0:01.753',7.200
'0:01.754',7.900
'0:01.755',8.500
'0:01.756',8.600
'0:01.757',8.200
'0:01.758',7.700
'0:01.759',7.200
'0:01.760',7.100
'0:01.761',7.400
'0:01.762',7.700
'0:01.763',8.000
'0:01.764',7.900
'0:01.765',7.500
'0:01.766',6.800
'0:01.767',6.200
'0:01.768',6.000
'0:01.769',6.300
'0:01.770',7.000
'0:01.771',7.700
'0:01.772',8.000
'0:01.773',7.900
'0:01.774',7.300
'0:01.775',6.500
'0:01.776',5.700
'0:01.777',5.200
'0:01.778',5.100
'0:01.779',5.100
'0:01.780',5.200
'0:01.781',5.100
'0:01.782',4.700
'0:01.783',4.100
'0:01.784',3.700
'0:01.785',3.800
'0:01.786',4.300
'0:01.787',5.100
'0:01.788',5.800
'0:01.789',6.000
'0:01.790',5.800
'0:01.791',5.400
'0:01.792',5.100
'0:01.793',5.200
'0:01.794',5.500
'0:01.795',5.600
'0:01.796',5.600
'0:01.797',5.500
'0:01.798',5.800
'0:01.799',6.700
'0:01.800',8.000
'0:01.801',9.200
'0:01.802',9.700
'0:01.803',9.000
'0:01.804',7.600
'0:01.805',6.200
'0:01.806',5.300
'0:01.807',5.200
'0:01.808',5.900
'0:01.809',6.900
'0:01.810',8.000
'0:01.811',9.000
'0:01.812',10.000
'0:01.813',11.000
'0:01.814',11.900
'0:01.815',12.500
'0:01.816',12.800
'0:01.817',12.600
'0:01.818',12.200
'0:01.819',11.700
'0:01.820',11.100
'0:01.821',10.700
'0:01.822',10.400
'0:01.823',10.500
'0:01.824',10.800
'0:01.825',11.200
'0:01.826',11.400
'0:01.827',11.000
'0:01.828',10.200
'0:01.829',9.200
'0:01.830',8.500
'0:01.831',8.500
'0:01.832',9.300
'0:01.833',10.500
'0:01.834',11.700
'0:01.835',12.600
'0:01.836',13.200
'0:01.837',13.700
'0:01.838',14.100
'0:01.839',14.500
'0:01.840',14.700
'0:01.841',14.300
'0:01.842',13.200
'0:01.843',11.600
'0:01.844',9.900
'0:01.845',8.300
'0:01.846',7.200
'0:01.847',6.400
'0:01.848',5.900
'0:01.849',5.400
'0:01.850',5.100
'0:01.851',5.000
'0:01.852',5.300
'0:01.853',5.900
'0:01.854',6.600
'0:01.855',7.100
'0:01.856',7.400
'0:01.857',7.400
'0:01.858',7.500
'0:01.859',7.800
'0:01.860',8.300
'0:01.861',8.800
'0:01.862',8.800
'0:01.863',8.200
'0:01.864',7.300
'0:01.865',6.300
'0:01.866',5.700
'0:01.867',5.700
'0:01.868',6.300
'0:01.869',7.000
'0:01.870',7.400
'0:01.871',7.400
'0:01.872',6.900
'0:01.873',6.200
'0:01.874',5.500
'0:01.875',5.200
'0:01.876',5.200
'0:01.877',5.600
'0:01.878',6.000
'0:01.879',6.400
'0:01.880',6.700
'0:01.881',6.900
'0:01.882',7.100
'0:01.883',7.500
'0:01.884',7.900
'0:01.885',8.200
'0:01.886',8.200
'0:01.887',8.000
'0:01.888',7.400
'0:01.889',6.700
'0:01.890',6.000
'0:01.891',5.600
'0:01.892',5.600
'0:01.893',6.100
'0:01.894',6.800
'0:01.895',7.500
'0:01.896',7.900
'0:01.897',7.800
'0:01.898',7.100
'0:01.899',6.400
'0:01.900',5.900
'0:01.901',6.200
'0:01.902',7.000
'0:01.903',8.000
'0:01.904',8.500
'0:01.905',8.300
'0:01.906',7.300
'0:01.907',6.100
'0:01.908',5.100
'0:01.909',4.800
'0:01.910',5.300
'0:01.911',6.400
'0:01.912',7.700
'0:01.913',8.700
'0:01.914',9.300
'0:01.915',9.400
'0:01.916',9.100
'0:01.917',8.500
'0:01.918',7.900
'0:01.919',7.300
'0:01.920',6.900
'0:01.921',6.700
'0:01.922',6.700
'0:01.923',6.700
'0:01.924',6.700
'0:01.925',6.400
'0:01.926',6.000
'0:01.927',5.300
'0:01.928',4.600
'0:01.929',4.000
'0:01.930',3.900
'0:01.931',4.500
'0:01.932',5.800
'0:01.933',7.600
'0:01.934',9.500
'0:01.935',10.900
'0:01.936',11.900
'0:01.937',12.400
'0:01.938',12.900
'0:01.939',13.500
'0:01.940',14.000
'0:01.941',14.000
'0:01.942',13.100
'0:01.943',11.300
'0:01.944',9.000
'0:01.945',7.000
'0:01.946',5.700
'0:01.947',5.400
'0:01.948',5.700
'0:01.949',5.900
'0:01.950',5.800
'0:01.951',5.100
'0:01.952',4.400
'0:01.953',4.000
'0:01.954',4.200
'0:01.955',4.800
'0:01.956',5.600
'0:01.957',6.100
'0:01.958',6.200
'0:01.959',5.800
'0:01.960',5.300
'0:01.961',4.800
'0:01.962',4.700
'0:01.963',4.900
'0:01.964',5.300
'0:01.965',5.700
'0:01.966',5.700
'0:01.967',5.300
'0:01.968',4.500
'0:01.969',3.600
'0:01.970',2.800
'0:01.971',2.300
'0:01.972',2.100
'0:01.973',2.300
'0:01.974',2.500
'0:01.975',2.900
'0:01.976',3.200
'0:01.977',3.500
'0:01.978',3.700
'0:01.979',4.000
'0:01.980',4.300
'0:01.981',4.800
'0:01.982',5.400
'0:01.983',5.800
'0:01.984',5.900
'0:01.985',5.600
'0:01.986',5.100
'0:01.987',4.700
'0:01.988',4.700
'0:01.989',5.100
'0:01.990',5.500
'0:01.991',5.600
'0:01.992',5.100
'0:01.993',4.100
'0:01.994',3.200
'0:01.995',2.900
'0:01.996',3.500
'0:01.997',4.600
'0:01.998',5.800
'0:01.999',6.600
'0:02.000',6.700
'0:02.001',6.300
'0:02.002',5.700
'0:02.003',5.200
'0:02.004',5.000
'0:02.005',5.000
'0:02.006',5.100
'0:02.007',5.300
'0:02.008',5.600
'0:02.009',6.100
'0:02.010',6.500
'0:02.011',6.700
'0:02.012',6.600
'0:02.013',6.200
'0:02.014',5.700
'0:02.015',5.400
'0:02.016',5.500
'0:02.017',5.700
'0:02.018',6.000
'0:02.019',5.900
'0:02.020',5.500
'0:02.021',4.900
'0:02.022',4.300
'0:02.023',3.700
'0:02.024',3.300
'0:02.025',3.000
'0:02.026',2.500
'0:02.027',2.200
'0:02.028',2.200
'0:02.029',2.600
'0:02.030',3.400
'0:02.031',4.400
'0:02.032',5.100
'0:02.033',5.400
'0:02.034',5.200
'0:02.035',4.800
'0:02.036',4.400
'0:02.037',4.100
'0:02.038',4.000
'0:02.039',4.300
'0:02.040',5.100
'0:02.041',7.000
'0:02.042',9.800
'0:02.043',13.600
'0:02.044',17.300
'0:02.045',20.200
'0:02.046',21.400
'0:02.047',20.800
'0:02.048',18.900
'0:02.049',16.500
'0:02.050',14.400
'0:02.051',12.900
'0:02.052',11.500
'0:02.053',9.600
'0:02.054',6.800
'0:02.055',3.200
'0:02.056',-0.800
'0:02.057',-4.400
'0:02.058',-6.700
'0:02.059',-7.700
'0:02.060',-7.400
'0:02.061',-6.400
'0:02.062',-5.400
'0:02.063',-4.500
'0:02.064',-3.700
'0:02.065',-3.000
'0:02.066',-2.200
'0:02.067',-1.400
'0:02.068',-0.600
'0:02.069',0.100
'0:02.070',0.700
'0:02.071',1.300
'0:02.072',2.000
'0:02.073',2.700
'0:02.074',3.400
'0:02.075',3.900
'0:02.076',4.100
'0:02.077',4.100
'0:02.078',4.100
'0:02.079',4.100
'0:02.080',4.200
'0:02.081',4.100
'0:02.082',4.000
'0:02.083',3.900
'0:02.084',3.900
'0:02.085',4.300
'0:02.086',4.900
'0:02.087',5.600
'0:02.088',5.900
'0:02.089',5.900
'0:02.090',5.400
'0:02.091',4.700
'0:02.092',4.100
'0:02.093',3.600
'0:02.094',3.400
'0:02.095',3.400
'0:02.096',3.500
'0:02.097',3.800
'0:02.098',4.300
'0:02.099',4.700
'0:02.100',4.900
'0:02.101',4.700
'0:02.102',4.300
'0:02.103',3.700
'0:02.104',3.300
'0:02.105',3.100
'0:02.106',3.300
'0:02.107',3.500
'0:02.108',3.600
'0:02.109',3.300
'0:02.110',3.000
'0:02.111',2.700
'0:02.112',2.600
'0:02.113',2.700
'0:02.114',2.900
'0:02.115',2.800
'0:02.116',2.500
'0:02.117',2.100
'0:02.118',1.800
'0:02.119',1.800
'0:02.120',2.100
'0:02.121',2.500
'0:02.122',2.900
'0:02.123',3.100
'0:02.124',3.400
'0:02.125',3.700
'0:02.126',4.300
'0:02.127',5.000
'0:02.128',5.500
'0:02.129',5.900
'0:02.130',6.100
'0:02.131',6.500
'0:02.132',7.100
'0:02.133',8.100
'0:02.134',9.200
'0:02.135',9.900
'0:02.136',10.100
'0:02.137',9.800
'0:02.138',9.400
'0:02.139',9.100
'0:02.140',9.300
'0:02.141',9.900
'0:02.142',10.600
'0:02.143',11.400
'0:02.144',12.300
'0:02.145',13.400
'0:02.146',15.100
'0:02.147',17.200
'0:02.148',19.200
'0:02.149',20.500
'0:02.150',20.700
'0:02.151',19.900
'0:02.152',18.300
'0:02.153',16.200
'0:02.154',13.800
'0:02.155',11.000
'0:02.156',7.600
'0:02.157',3.500
'0:02.158',-1.100
'0:02.159',-6.000
'0:02.160',-11.100
'0:02.161',-16.400
'0:02.162',-22.100
'0:02.163',-28.200
'0:02.164',-34.301
'0:02.165',-40.001
'0:02.166',-44.701
'0:02.167',-48.601
'0:02.168',-52.001
'0:02.169',-55.401
'0:02.170',-59.001
'0:02.171',-62.801
'0:02.172',-66.001
'0:02.173',-67.901
'0:02.174',-68.201
'0:02.175',-67.001
'0:02.176',-64.701
'0:02.177',-61.901
'0:02.178',-58.901
'0:02.179',-55.801
'0:02.180',-52.301
'0:02.181',-48.201
'0:02.182',-43.401
'0:02.183',-38.001
'0:02.184',-32.300
'0:02.185',-26.700
'0:02.186',-21.500
'0:02.187',-17.000
'0:02.188',-13.300
'0:02.189',-10.600
'0:02.190',-8.800
'0:02.191',-7.500
'0:02.192',-6.300
'0:02.193',-5.100
'0:02.194',-3.600
'0:02.195',-2.200
'0:02.196',-0.900
'0:02.197',-0.200
'0:02.198',0.000
'0:02.199',-0.300
'0:02.200',-0.700
'0:02.201',-1.100
'0:02.202',-1.300
'0:02.203',-1.300
'0:02.204',-1.200
'0:02.205',-1.100
'0:02.206',-1.100
'0:02.207',-1.100
'0:02.208',-1.200
'0:02.209',-1.200
'0:02.210',-1.100
'0:02.211',-0.800
'0:02.212',-0.300
'0:02.213',0.500
'0:02.214',1.200
'0:02.215',1.600
'0:02.216',1.600
'0:02.217',1.100
'0:02.218',0.500
'0:02.219',0.200
'0:02.220',0.700
'0:02.221',2.000
'0:02.222',3.800
'0:02.223',5.500
'0:02.224',6.700
'0:02.225',7.300
'0:02.226',7.300
'0:02.227',7.300
'0:02.228',7.400
'0:02.229',7.500
'0:02.230',7.200
'0:02.231',6.400
'0:02.232',5.200
'0:02.233',3.900
'0:02.234',3.000
'0:02.235',2.700
'0:02.236',2.700
'0:02.237',2.500
'0:02.238',1.800
'0:02.239',0.500
'0:02.240',-0.700
'0:02.241',-1.500
'0:02.242',-1.500
'0:02.243',-0.800
'0:02.244',0.100
'0:02.245',0.700
'0:02.246',0.800
'0:02.247',0.600
'0:02.248',0.300
'0:02.249',0.000
'0:02.250',-0.500
'0:02.251',-1.400
'0:02.252',-2.600
'0:02.253',-3.800
'0:02.254',-4.400
'0:02.255',-4.000
'0:02.256',-2.700
'0:02.257',-0.900
'0:02.258',0.500
'0:02.259',1.100
'0:02.260',0.800
'0:02.261',0.100
'0:02.262',-0.500
'0:02.263',-0.500
'0:02.264',0.200
'0:02.265',1.300
'0:02.266',2.200
'0:02.267',2.600
'0:02.268',2.100
'0:02.269',1.000
'0:02.270',-0.400
'0:02.271',-1.700
'0:02.272',-2.600
'0:02.273',-3.100
'0:02.274',-3.300
'0:02.275',-3.400
'0:02.276',-3.400
'0:02.277',-3.400
'0:02.278',-3.300
'0:02.279',-3.100
'0:02.280',-2.600
'0:02.281',-1.900
'0:02.282',-1.400
'0:02.283',-1.100
'0:02.284',-1.200
'0:02.285',-1.600
'0:02.286',-2.100
'0:02.287',-2.500
'0:02.288',-2.600
'0:02.289',-2.400
'0:02.290',-2.200
'0:02.291',-2.100
'0:02.292',-2.300
'0:02.293',-2.500
'0:02.294',-2.500
'0:02.295',-2.000
'0:02.296',-1.500
'0:02.297',-1.100
'0:02.298',-1.300
'0:02.299',-2.000
'0:02.300',-3.000
'0:02.301',-3.700
'0:02.302',-3.700
'0:02.303',-3.300
'0:02.304',-2.900
'0:02.305',-3.100
'0:02.306',-3.700
'0:02.307',-4.500
'0:02.308',-4.600
'0:02.309',-4.000
'0:02.310',-2.600
'0:02.311',-1.200
'0:02.312',-0.400
'0:02.313',-0.500
'0:02.314',-1.300
'0:02.315',-2.300
'0:02.316',-3.000
'0:02.317',-3.300
'0:02.318',-3.500
'0:02.319',-3.800
'0:02.320',-4.400
'0:02.321',-5.200
'0:02.322',-5.900
'0:02.323',-6.300
'0:02.324',-6.300
'0:02.325',-6.200
'0:02.326',-6.000
'0:02.327',-5.800
'0:02.328',-5.300
'0:02.329',-4.600
'0:02.330',-3.800
'0:02.331',-3.000
'0:02.332',-2.600
'0:02.333',-2.600
'0:02.334',-2.600
'0:02.335',-2.500
'0:02.336',-2.200
'0:02.337',-2.000
'0:02.338',-2.300
'0:02.339',-3.500
'0:02.340',-5.400
'0:02.341',-7.500
'0:02.342',-8.800
'0:02.343',-9.100
'0:02.344',-8.300
'0:02.345',-7.300
'0:02.346',-6.700
'0:02.347',-7.000
'0:02.348',-8.100
'0:02.349',-9.500
'0:02.350',-10.600
'0:02.351',-11.300
'0:02.352',-11.800
'0:02.353',-12.200
'0:02.354',-12.700
'0:02.355',-13.400
'0:02.356',-14.100
'0:02.357',-14.700
'0:02.358',-15.200
'0:02.359',-15.800
'0:02.360',-16.400
'0:02.361',-16.800
'0:02.362',-16.900
'0:02.363',-16.500
'0:02.364',-15.700
'0:02.365',-14.900
'0:02.366',-14.500
'0:02.367',-14.700
'0:02.368',-15.200
'0:02.369',-15.900
'0:02.370',-16.500
'0:02.371',-16.900
'0:02.372',-17.200
'0:02.373',-17.300
'0:02.374',-17.400
'0:02.375',-17.300
'0:02.376',-17.100
'0:02.377',-17.000
'0:02.378',-17.000
'0:02.379',-17.200
'0:02.380',-17.300
'0:02.381',-17.300
'0:02.382',-17.100
'0:02.383',-16.900
'0:02.384',-17.000
'0:02.385',-17.600
'0:02.386',-18.700
'0:02.387',-19.900
'0:02.388',-20.900
'0:02.389',-21.300
'0:02.390',-21.300
'0:02.391',-21.100
'0:02.392',-21.000
'0:02.393',-21.000
'0:02.394',-21.100
'0:02.395',-21.000
'0:02.396',-20.900
'0:02.397',-20.900
'0:02.398',-21.200
'0:02.399',-21.700
'0:02.400',-22.300
'0:02.401',-22.600
'0:02.402',-22.600
'0:02.403',-22.300
'0:02.404',-21.900
'0:02.405',-21.700
'0:02.406',-21.700
'0:02.407',-21.600
'0:02.408',-21.300
'0:02.409',-20.800
'0:02.410',-20.500
'0:02.411',-20.500
'0:02.412',-21.000
'0:02.413',-21.700
'0:02.414',-22.100
'0:02.415',-22.000
'0:02.416',-21.400
'0:02.417',-20.600
'0:02.418',-19.800
'0:02.419',-19.400
'0:02.420',-19.300
'0:02.421',-19.300
'0:02.422',-19.000
'0:02.423',-18.400
'0:02.424',-17.500
'0:02.425',-16.400
'0:02.426',-15.200
'0:02.427',-14.000
'0:02.428',-12.900
'0:02.429',-11.800
'0:02.430',-10.800
'0:02.431',-10.100
'0:02.432',-9.700
'0:02.433',-9.500
'0:02.434',-9.200
'0:02.435',-8.600
'0:02.436',-7.300
'0:02.437',-5.400
'0:02.438',-3.100
'0:02.439',-0.900
'0:02.440',0.800
'0:02.441',1.600
'0:02.442',1.700
'0:02.443',1.500
'0:02.444',1.500
'0:02.445',1.800
'0:02.446',2.500
'0:02.447',3.000
'0:02.448',2.900
'0:02.449',2.200
'0:02.450',1.200
'0:02.451',0.300
'0:02.452',0.200
'0:02.453',0.700
'0:02.454',1.800
'0:02.455',2.800
'0:02.456',3.500
'0:02.457',3.800
'0:02.458',3.800
